"";"IDtree";"former_id";"dbh";"Essence_ID";"NomLatin";"NomVernaculaire"
"967";"5_1_20_12";183;860;"LON";"Celtis adolphi-frederici";"Lohonfé"
"968";"5_1_20_4";175;500;"AKT";"Gambeya africana";"Akatio"
"969";"5_1_23_10";222;481;"DIF";"Morus mesozygia";"Difou"
"970";"5_1_23_11";603;270;"AKO";"Antiaris africana";"Ako"
"971";"5_1_23_14";650;278;"LOL";"Lannea welwitschii";"Loloti"
"972";"5_1_23_19";220;291;"SAM";"Triplochiton scleroxylon";"Samba"
"973";"5_1_24_12";225;217;"AKT";"Gambeya africana";"Akatio"
"974";"5_1_24_14";226;525;"BA";"Celtis mildbraedii";"Ba"
"975";"5_1_25_10";236;232;"DIF";"Morus mesozygia";"Difou"
"976";"5_1_25_18";602;132;"FRO";"Ceiba pentandra";"Fromager"
"977";"5_1_25_24";232;372;"BA";"Celtis mildbraedii";"Ba"
"978";"5_1_4_12";902;289;"FRO";"Ceiba pentandra";"Fromager"
"979";"5_1_5_7";903;246;"KOT";"Pterygota macrocarpa";"Koto"
"980";"5_1_6_9";137;152;"AKA";"Scottelia sp.";"Akossika"
"981";"5_1_7_9";950;259;"FRO";"Ceiba pentandra";"Fromager"
"982";"5_1_9_1";600;170;"LOT";"Sterculia rhinopetala";"Lotofa"
"983";"5_2_1_1";105;750;"SAM";"Triplochiton scleroxylon";"Samba"
"984";"5_2_1_11";101;298;"ANB";"Aningueria robusta";"Aniegré blanc"
"985";"5_2_11_7";212;396;"KEK";"Holoptelea grandis";"Kekele"
"986";"5_2_12_10";213;700;"SAM";"Triplochiton scleroxylon";"Samba"
"987";"5_2_16_4";239;276;"AZD";"Afzelia bella";"Azodau"
"988";"5_2_18_14";264;300;"LOL";"Lannea welwitschii";"Loloti"
"989";"5_2_18_4";602;125;"AKA";"Scottelia sp.";"Akossika"
"990";"5_2_18_7";268;800;"ANB";"Aningueria robusta";"Aniegré blanc"
"991";"5_2_19_7";550;450;"EHO";"Ricinodendron africanum";"Eho"
"992";"5_2_2_6";218;1000;"BA";"Celtis mildbraedii";"Ba"
"993";"5_2_20_5";246;585;"AMZ";"Guibourtia ehie";"Amazakoué"
"994";"5_2_20_6";247;600;"BA";"Celtis mildbraedii";"Ba"
"995";"5_2_21_10";287;245;"LOT";"Sterculia rhinopetala";"Lotofa"
"996";"5_2_22_8";295;350;"BA";"Celtis mildbraedii";"Ba"
"997";"5_2_22_9";855;218;"FRO";"Ceiba pentandra";"Fromager"
"998";"5_2_24_13";307;339;"ASA";"Celtis zenkeri";"Asan"
"999";"5_2_24_19";301;259;"POU";"Funtumia sp.";"Pouo"
"1000";"5_2_4_17";134;340;"BA";"Celtis mildbraedii";"Ba"
"1001";"5_2_7_2";187;1500;"KEK";"Holoptelea grandis";"Kekele"
"1002";"5_3_10_10";143;650;"AKT";"Gambeya africana";"Akatio"
"1003";"5_3_10_2";139;430;"BI";"Eribrema oblonga";"Bi ou Eyong"
"1004";"5_3_10_9";147;700;"AKT";"Gambeya africana";"Akatio"
"1005";"5_3_11_5";600;193;"FRO";"Ceiba pentandra";"Fromager"
"1006";"5_3_13_6";900;123;"FRO";"Ceiba pentandra";"Fromager"
"1007";"5_3_15_3";608;270;"SAM";"Triplochiton scleroxylon";"Samba"
"1008";"5_3_16_10";803;193;"ILO";"Pycnanthus angolensis";"Ilomba"
"1009";"5_3_16_12";802;297;"FRO";"Ceiba pentandra";"Fromager"
"1010";"5_3_17_5";216;685;"AKT";"Gambeya africana";"Akatio"
"1011";"5_3_18_8";242;242;"ANB";"Aningueria robusta";"Aniegré blanc"
"1012";"5_3_19_4";209;112;"BA";"Celtis mildbraedii";"Ba"
"1013";"5_3_2_6";119;2500;"KOB";"Nesogordonia papaverifera";"Kotibe"
"1014";"5_3_20_12";201;510;"POU";"Funtumia sp.";"Pouo"
"1015";"5_3_21_2";227;1000;"SAM";"Triplochiton scleroxylon";"Samba"
"1016";"5_3_23_5";239;660;"EMI";"Alstonia congensis";"Emien"
"1017";"5_3_25_3";244;657;"LOL";"Lannea welwitschii";"Loloti"
"1018";"5_3_25_6";247;457;"LOL";"Lannea welwitschii";"Loloti"
"1019";"5_3_25_7";248;550;"KOB";"Nesogordonia papaverifera";"Kotibe"
"1020";"5_3_4_1";502;224;"ASA";"Celtis zenkeri";"Asan"
"1021";"5_3_4_10";801;140;"EMI";"Alstonia congensis";"Emien"
"1022";"5_3_4_2";503;240;"ASA";"Celtis zenkeri";"Asan"
"1023";"5_3_4_22";601;277;"FRO";"Ceiba pentandra";"Fromager"
"1024";"5_3_4_23";130;440;"KEK";"Holoptelea grandis";"Kekele"
"1025";"5_3_4_24";131;510;"KEK";"Holoptelea grandis";"Kekele"
"1026";"5_3_4_25";203;201;"BA";"Celtis mildbraedii";"Ba"
"1027";"5_3_4_4";751;190;"FRO";"Ceiba pentandra";"Fromager"
"1028";"5_3_5_21";504;202;"KEK";"Holoptelea grandis";"Kekele"
"1029";"5_3_5_22";507;260;"EMI";"Alstonia congensis";"Emien"
"1030";"5_3_5_3";502;178;"ASA";"Celtis zenkeri";"Asan"
"1031";"5_3_5_8";752;225;"LOL";"Lannea welwitschii";"Loloti"
"1032";"5_3_6_16";906;234;"SAM";"Triplochiton scleroxylon";"Samba"
"1033";"5_3_6_6";607;241;"EHO";"Ricinodendron africanum";"Eho"
"1034";"5_4_11_14";179;184;"BI";"Eribrema oblonga";"Bi ou Eyong"
"1035";"5_4_11_16";601;401;"LOT";"Sterculia rhinopetala";"Lotofa"
"1036";"5_4_11_5";174;850;"ANB";"Aningueria robusta";"Aniegré blanc"
"1037";"5_4_13_5";152;136;"SAM";"Triplochiton scleroxylon";"Samba"
"1038";"5_4_14_12";203;356;"BA";"Celtis mildbraedii";"Ba"
"1039";"5_4_14_13";202;160;"BA";"Celtis mildbraedii";"Ba"
"1040";"5_4_14_14";164;219;"BA";"Celtis mildbraedii";"Ba"
"1041";"5_4_14_5";195;256;"AMZ";"Guibourtia ehie";"Amazakoué"
"1042";"5_4_15_1";206;364;"ANB";"Aningueria robusta";"Aniegré blanc"
"1043";"5_4_15_10";211;220;"BA";"Celtis mildbraedii";"Ba"
"1044";"5_4_16_1";205;275;"BA";"Celtis mildbraedii";"Ba"
"1045";"5_4_16_11";251;492;"AKT";"Gambeya africana";"Akatio"
"1046";"5_4_16_12";253;252;"AKA";"Scottelia sp.";"Akossika"
"1047";"5_4_16_16";259;376;"BA";"Celtis mildbraedii";"Ba"
"1048";"5_4_16_19";260;281;"BA";"Celtis mildbraedii";"Ba"
"1049";"5_4_17_18";241;900;"AKT";"Gambeya africana";"Akatio"
"1050";"5_4_18_5";803;152;"AKT";"Gambeya africana";"Akatio"
"1051";"5_4_19_12";225;430;"AMZ";"Guibourtia ehie";"Amazakoué"
"1052";"5_4_19_5";185;213;"AKT";"Gambeya africana";"Akatio"
"1053";"5_4_19_8";858;200;"SAM";"Triplochiton scleroxylon";"Samba"
"1054";"5_4_2_2";111;670;"EMI";"Alstonia congensis";"Emien"
"1055";"5_4_21_1";261;300;"ANB";"Aningueria robusta";"Aniegré blanc"
"1056";"5_4_22_3";751;160;"LOL";"Lannea welwitschii";"Loloti"
"1057";"5_4_23_11";602;241;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"1058";"5_4_23_13";951;130;"LOT";"Sterculia rhinopetala";"Lotofa"
"1059";"5_4_23_7";235;160;"AKA";"Scottelia sp.";"Akossika"
"1060";"5_4_24_16";263;134;"POU";"Funtumia sp.";"Pouo"
"1061";"5_4_24_3";279;444;"ANB";"Aningueria robusta";"Aniegré blanc"
"1062";"5_4_24_7";282;650;"EMI";"Alstonia congensis";"Emien"
"1063";"5_4_25_3";285;500;"EMI";"Alstonia congensis";"Emien"
"1064";"5_4_25_7";289;313;"BA";"Celtis mildbraedii";"Ba"
"1065";"5_4_4_12";134;450;"EMI";"Alstonia congensis";"Emien"
"1066";"5_4_5_15";139;440;"BA";"Celtis mildbraedii";"Ba"
"1067";"5_4_5_2";135;700;"EMI";"Alstonia congensis";"Emien"
"1068";"5_4_8_16";853;195;"LOT";"Sterculia rhinopetala";"Lotofa"
"1069";"5_4_8_4";158;247;"AKT";"Gambeya africana";"Akatio"
"1070";"5_4_9_11";150;212;"BA";"Celtis mildbraedii";"Ba"
"1071";"5_4_9_13";851;275;"AKO";"Antiaris africana";"Ako"
"1072";"6_1_13_10";951;230;"BET";"Mansonia altissima";"Bete"
"1073";"6_1_13_5";186;230;"LOL";"Lannea welwitschii";"Loloti"
"1074";"6_1_18_6";227;404;"LOL";"Lannea welwitschii";"Loloti"
